asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\twoNodeExmp\configManual.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-17_18-19-36\configManual.json[MAIN]
asn=26050	id=3   	App	generate a packet, seqnum=15 for=1 [PACKET_SOURCE]
asn=26050	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=26050	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=26050	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=26050	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=26050	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 15], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=26050	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=26177	id=2   	Node	scanning on channel=26...[NODE]
asn=26184	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=26184	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=26184	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=26278	id=2   	Node	scanning on channel=25...[NODE]
asn=26379	id=2   	Node	scanning on channel=20...[NODE]
asn=26682	id=2   	Node	scanning on channel=26...[NODE]
asn=26783	id=2   	Node	scanning on channel=15...[NODE]
asn=26884	id=2   	Node	scanning on channel=26...[NODE]
asn=26933	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27187	id=2   	Node	scanning on channel=15...[NODE]
asn=27288	id=2   	Node	scanning on channel=25...[NODE]
asn=27480	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=27490	id=2   	Node	scanning on channel=20...[NODE]
asn=27591	id=2   	Node	scanning on channel=26...[NODE]
asn=27692	id=2   	Node	scanning on channel=25...[NODE]
asn=27776	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27776	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=27776	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=27793	id=2   	Node	scanning on channel=26...[NODE]
asn=27894	id=2   	Node	scanning on channel=20...[NODE]
asn=27995	id=2   	Node	scanning on channel=25...[NODE]
asn=28007	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=28007	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=28007	id=3   	App	generate a packet, seqnum=16 for=1 [PACKET_SOURCE]
asn=28007	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=28007	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=28007	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=28007	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=28007	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 16], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=28007	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=28096	id=2   	Node	scanning on channel=26...[NODE]
asn=28197	id=2   	Node	scanning on channel=25...[NODE]
asn=28298	id=2   	Node	scanning on channel=15...[NODE]
asn=28399	id=2   	Node	scanning on channel=25...[NODE]
asn=28451	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=28451	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=28451	id=3   	App	generate a packet, seqnum=17 for=1 [PACKET_SOURCE]
asn=28451	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=28451	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=28451	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=28451	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=28451	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 17], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=28451	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=28500	id=2   	Node	scanning on channel=26...[NODE]
asn=28601	id=2   	Node	scanning on channel=15...[NODE]
asn=28716	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=29106	id=2   	Node	scanning on channel=25...[NODE]
asn=29142	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29142	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=29142	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=29189	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=29189	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=29189	id=3   	App	generate a packet, seqnum=18 for=1 [PACKET_SOURCE]
asn=29189	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=29189	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=29189	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=29189	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=29189	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 18], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=29189	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=29308	id=2   	Node	scanning on channel=26...[NODE]
asn=29611	id=2   	Node	scanning on channel=25...[NODE]
asn=29712	id=2   	Node	scanning on channel=20...[NODE]
asn=29714	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=29914	id=2   	Node	scanning on channel=26...[NODE]
asn=30001	id=-1  	Main	300 seconds, progress 25.00%[SIMULATOR]
asn=30001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=30001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/3 [ROUTE]
asn=30001	id=-1  	TSCH	Periodic process called for [Node]
asn=30001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=1   	TSCH	stats: {"idle_listen":29979,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":0,"tx_data":21,"tx_data_rx_ack":0}[NODE]
asn=30001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=2   	TSCH	stats: {"idle_listen":0,"channel_scan":30000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=30001	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=30001	id=3   	TSCH	stats: {"idle_listen":10127,"channel_scan":9746,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=30015	id=2   	Node	scanning on channel=20...[NODE]
asn=30116	id=2   	Node	scanning on channel=25...[NODE]
asn=30217	id=2   	Node	scanning on channel=26...[NODE]
asn=30419	id=2   	Node	scanning on channel=20...[NODE]
asn=30444	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=30444	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=30444	id=3   	App	generate a packet, seqnum=19 for=1 [PACKET_SOURCE]
asn=30444	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=30444	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=30444	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=30444	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=30444	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 19], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=30444	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=30520	id=2   	Node	scanning on channel=25...[NODE]
asn=30621	id=2   	Node	scanning on channel=20...[NODE]
asn=30674	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30674	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=30674	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=30722	id=2   	Node	scanning on channel=15...[NODE]
asn=30748	id=3   	Node	send keepalive packet to=1[NODE]
asn=30748	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=30748	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=30748	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=30748	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=30748	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: -1], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=30748	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=30823	id=2   	Node	scanning on channel=26...[NODE]
asn=30823	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=30924	id=2   	Node	scanning on channel=15...[NODE]
asn=31025	id=2   	Node	scanning on channel=25...[NODE]
asn=31126	id=2   	Node	scanning on channel=15...[NODE]
asn=31227	id=2   	Node	scanning on channel=26...[NODE]
asn=31429	id=2   	Node	scanning on channel=20...[NODE]
asn=31530	id=2   	Node	scanning on channel=15...[NODE]
asn=31732	id=2   	Node	scanning on channel=25...[NODE]
asn=31833	id=2   	Node	scanning on channel=15...[NODE]
asn=31853	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=31853	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=31853	id=3   	App	generate a packet, seqnum=20 for=1 [PACKET_SOURCE]
asn=31853	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=31853	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=31853	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=31853	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=31853	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 20], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=31853	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=31946	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=31996	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=31996	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=31996	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=32035	id=2   	Node	scanning on channel=20...[NODE]
asn=32148	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=32148	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=32148	id=3   	App	generate a packet, seqnum=21 for=1 [PACKET_SOURCE]
asn=32148	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=32148	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=32148	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=32148	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=32148	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 21], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=32148	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=32237	id=2   	Node	scanning on channel=26...[NODE]
asn=32337	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=32540	id=2   	Node	scanning on channel=25...[NODE]
asn=32641	id=2   	Node	scanning on channel=26...[NODE]
asn=32742	id=2   	Node	scanning on channel=15...[NODE]
asn=32843	id=2   	Node	scanning on channel=20...[NODE]
asn=32944	id=2   	Node	scanning on channel=25...[NODE]
asn=33045	id=2   	Node	scanning on channel=26...[NODE]
asn=33217	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=33217	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=33217	id=3   	App	generate a packet, seqnum=22 for=1 [PACKET_SOURCE]
asn=33217	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=33217	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=33217	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=33217	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=33217	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 22], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=33217	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=33280	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33280	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33280	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33348	id=2   	Node	scanning on channel=15...[NODE]
asn=33651	id=2   	Node	scanning on channel=25...[NODE]
asn=33695	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=33747	id=3   	Node	warning: leaving network, did not resynchronize with the time source for seconds=120[NODE]
asn=33747	id=3   	TSCH	Node has joined TSCH [NODE]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 11 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 12 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 13 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: -1 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	keepalive packet sent: failed, to=1[NODE]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 14 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 15 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 16 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 17 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 18 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 19 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: -1 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	keepalive packet sent: failed, to=1[NODE]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 20 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 21 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	warning: ! flushing packet source: 3 destination: 1 seqnum: 22 [NODE]
asn=33747	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Node	update time source called [NODE]
asn=33747	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=33747	id=3   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=33747	id=3   	Node	scanning on channel=25...[NODE]
asn=33848	id=3   	Node	scanning on channel=15...[NODE]
asn=33853	id=2   	Node	scanning on channel=15...[NODE]
asn=33949	id=3   	Node	scanning on channel=25...[NODE]
asn=33954	id=2   	Node	scanning on channel=20...[NODE]
asn=34050	id=3   	Node	scanning on channel=15...[NODE]
asn=34055	id=2   	Node	scanning on channel=15...[NODE]
asn=34151	id=3   	Node	scanning on channel=20...[NODE]
asn=34252	id=3   	Node	scanning on channel=25...[NODE]
asn=34257	id=2   	Node	scanning on channel=26...[NODE]
asn=34353	id=3   	Node	scanning on channel=15...[NODE]
asn=34418	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=34459	id=2   	Node	scanning on channel=25...[NODE]
asn=34555	id=3   	Node	scanning on channel=20...[NODE]
asn=34608	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=34608	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=34661	id=2   	Node	scanning on channel=15...[NODE]
asn=34757	id=3   	Node	scanning on channel=26...[NODE]
asn=34762	id=2   	Node	scanning on channel=20...[NODE]
asn=34858	id=3   	Node	scanning on channel=15...[NODE]
asn=34863	id=2   	Node	scanning on channel=25...[NODE]
asn=34915	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=35060	id=3   	Node	scanning on channel=20...[NODE]
asn=35065	id=2   	Node	scanning on channel=26...[NODE]
asn=35094	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=35161	id=3   	Node	scanning on channel=15...[NODE]
asn=35262	id=3   	Node	scanning on channel=25...[NODE]
asn=35267	id=2   	Node	scanning on channel=15...[NODE]
asn=35363	id=3   	Node	scanning on channel=20...[NODE]
asn=35368	id=2   	Node	scanning on channel=20...[NODE]
asn=35464	id=3   	Node	scanning on channel=25...[NODE]
asn=35469	id=2   	Node	scanning on channel=25...[NODE]
asn=35570	id=2   	Node	scanning on channel=15...[NODE]
asn=35666	id=3   	Node	scanning on channel=15...[NODE]
asn=35671	id=2   	Node	scanning on channel=20...[NODE]
asn=35767	id=3   	Node	scanning on channel=26...[NODE]
asn=35772	id=2   	Node	scanning on channel=25...[NODE]
asn=35873	id=2   	Node	scanning on channel=20...[NODE]
asn=35899	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=36001	id=-1  	Main	360 seconds, progress 30.00%[SIMULATOR]
asn=36001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=36001	id=-1  	Main	joined_routing/joined_tsch/total=1/1/3 [ROUTE]
asn=36001	id=-1  	TSCH	Periodic process called for [Node]
asn=36001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=1   	TSCH	stats: {"idle_listen":35975,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":0,"tx_data":25,"tx_data_rx_ack":0}[NODE]
asn=36001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=2   	TSCH	stats: {"idle_listen":0,"channel_scan":36000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=36001	id=3   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=36001	id=3   	TSCH	stats: {"idle_listen":12000,"channel_scan":12000,"rx_data":0,"rx_data_tx_ack":0,"tx_data":0,"tx_data_rx_ack":0}[NODE]
asn=36070	id=3   	Node	scanning on channel=15...[NODE]
asn=36075	id=2   	Node	scanning on channel=25...[NODE]
asn=36134	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=36134	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=36171	id=3   	Node	scanning on channel=20...[NODE]
asn=36176	id=2   	Node	scanning on channel=15...[NODE]
asn=36272	id=3   	Node	scanning on channel=15...[NODE]
asn=36277	id=2   	Node	scanning on channel=26...[NODE]
asn=36373	id=3   	Node	scanning on channel=26...[NODE]
asn=36378	id=2   	Node	scanning on channel=25...[NODE]
asn=36474	id=3   	Node	scanning on channel=25...[NODE]
asn=36479	id=2   	Node	scanning on channel=15...[NODE]
asn=36521	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=36575	id=3   	Node	scanning on channel=20...[NODE]
asn=36680	id=3   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=36681	id=2   	Node	scanning on channel=25...[NODE]
asn=36878	id=3   	Node	scanning on channel=26...[NODE]
asn=36883	id=2   	Node	scanning on channel=26...[NODE]
asn=36979	id=3   	Node	scanning on channel=15...[NODE]
asn=36984	id=2   	Node	scanning on channel=15...[NODE]
asn=37080	id=3   	Node	scanning on channel=20...[NODE]
asn=37085	id=2   	Node	scanning on channel=25...[NODE]
asn=37181	id=3   	Node	scanning on channel=26...[NODE]
asn=37186	id=2   	Node	scanning on channel=15...[NODE]
asn=37282	id=3   	Node	scanning on channel=20...[NODE]
asn=37383	id=3   	Node	scanning on channel=26...[NODE]
asn=37388	id=2   	Node	scanning on channel=25...[NODE]
asn=37418	id=3   	TSCH	joined/associated at 374.18 on receiving an EB packet from 1[NODE]
asn=37418	id=3   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=37418	id=3   	Node	update time source called [NODE]
asn=37418	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=37418	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37418	id=3   	Node	Start method called from Manual Routing for 3
asn=37418	id=3   	Node	Route File Read successfully [ROUTING MANUAL]
asn=37418	id=3   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=37418	id=3   	Node	Reading routes for Node 3 [ROUTING MANUAL]
asn=37418	id=3   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=37418	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37418	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=37418	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=37489	id=2   	Node	scanning on channel=15...[NODE]
asn=37590	id=2   	Node	scanning on channel=25...[NODE]
asn=37691	id=2   	Node	scanning on channel=15...[NODE]
asn=37733	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=37840	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=37840	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=37840	id=3   	App	generate a packet, seqnum=23 for=1 [PACKET_SOURCE]
asn=37840	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=37840	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=37840	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=37840	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=37840	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 23], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=37840	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=37893	id=2   	Node	scanning on channel=26...[NODE]
asn=38095	id=2   	Node	scanning on channel=15...[NODE]
asn=38297	id=2   	Node	scanning on channel=25...[NODE]
asn=38398	id=2   	Node	scanning on channel=20...[NODE]
asn=38499	id=2   	Node	scanning on channel=25...[NODE]
asn=38600	id=2   	Node	scanning on channel=15...[NODE]
asn=38701	id=2   	Node	scanning on channel=20...[NODE]
asn=38730	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38730	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=38730	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=38802	id=2   	Node	scanning on channel=15...[NODE]
asn=38940	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=38953	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=38953	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=38953	id=3   	App	generate a packet, seqnum=24 for=1 [PACKET_SOURCE]
asn=38953	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=38953	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=38953	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=38953	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=38953	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 24], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=38953	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=39004	id=2   	Node	scanning on channel=20...[NODE]
asn=39105	id=2   	Node	scanning on channel=25...[NODE]
asn=39129	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=39307	id=2   	Node	scanning on channel=20...[NODE]
asn=39509	id=2   	Node	scanning on channel=25...[NODE]
asn=39610	id=2   	Node	scanning on channel=26...[NODE]
asn=39711	id=2   	Node	scanning on channel=25...[NODE]
asn=39730	id=3   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=39730	id=3   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=39730	id=3   	App	generate a packet, seqnum=25 for=1 [PACKET_SOURCE]
asn=39730	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=39730	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=39730	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=39730	id=3   	TSCH	Node: 3  length: 2 on packet ready
asn=39730	id=3   	TSCH	schedule packet [src: 3, dest: 1, seqnum: 25], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=39730	id=3   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=39812	id=2   	Node	scanning on channel=26...[NODE]
asn=39913	id=2   	Node	scanning on channel=20...[NODE]
asn=40115	id=2   	Node	scanning on channel=15...[NODE]
asn=40146	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=40146	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=40146	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=40243	id=2   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=40317	id=2   	Node	scanning on channel=25...[NODE]
asn=40418	id=2   	Node	scanning on channel=20...[NODE]
asn=40419	id=3   	Node	send keepalive packet to=1[NODE]
asn=40419	id=3   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=40419	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=40419	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
