asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\hierarchical_node_13\config.json to output directory E:\tsch-new-manual\tsch-sim\results\2021-12-16_09-52-27\config.json[MAIN]
asn=19048	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=19048	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=19048	id=4   	App	generate a packet, seqnum=9 for=1 [PACKET_SOURCE]
asn=19048	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=19048	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=19048	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=19048	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 9], channel offset=3 timeslot=3[SCHEDULER NEW]
asn=19048	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=19048	id=1   	App	rx app packet seqnum=9 from=4 at cell [ts: 3, co: 3][NODE]
asn=19048	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=9 packet buffer: timeslot: 3 channel offset: 3 acked=true, remove packet[NODE]
asn=19048	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19048	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19053	id=6   	Node	scanning on channel=20...[NODE]
asn=19061	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=3 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19066	id=7   	App	dropping app packet seqnum=5 for=1 to=3: tx_limit=8 reached[NODE]
asn=19066	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=8 seqnum=5 packet buffer: timeslot: 1 channel offset: 2 acked=false, remove packet[NODE]
asn=19066	id=7   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19066	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19076	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=4 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19091	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=5 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19107	id=11  	Node	scanning on channel=20...[NODE]
asn=19107	id=13  	Node	scanning on channel=25...[NODE]
asn=19111	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=6 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19151	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=7 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19176	id=8   	App	dropping app packet seqnum=2 for=1 to=6: tx_limit=8 reached[NODE]
asn=19176	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=8 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false, remove packet[NODE]
asn=19176	id=8   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19176	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19208	id=11  	Node	scanning on channel=15...[NODE]
asn=19240	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19240	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19255	id=6   	Node	scanning on channel=25...[NODE]
asn=19277	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=19309	id=11  	Node	scanning on channel=25...[NODE]
asn=19309	id=13  	Node	scanning on channel=15...[NODE]
asn=19320	id=7   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19320	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19356	id=6   	Node	scanning on channel=26...[NODE]
asn=19410	id=13  	Node	scanning on channel=26...[NODE]
asn=19415	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19415	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19457	id=6   	Node	scanning on channel=20...[NODE]
asn=19458	id=10  	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=19458	id=10  	Node	Nexthop id: 8 found for destination: 1 [ROUTE]
asn=19458	id=10  	App	generate a packet, seqnum=2 for=1 [PACKET_SOURCE]
asn=19458	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=19458	id=10  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=19458	id=10  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=19458	id=10  	TSCH	schedule packet [src: 10, dest: 8, seqnum: 2], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=19458	id=10  	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=19462	id=8   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=19462	id=8   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=19462	id=8   	Node	Nexthop id: 6 found for destination: 1 [ROUTE]
asn=19462	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=19462	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=19462	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=19462	id=8   	TSCH	schedule packet [src: 10, dest: 6, seqnum: 2], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=19462	id=8   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=19462	id=10  	Node	tx done from=10 source=10 to=8 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=19462	id=10  	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19462	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19465	id=9   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19465	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19466	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=1 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19471	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=2 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19497	id=7   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=19497	id=7   	Node	Nexthop id: 3 found for destination: 1 [ROUTE]
asn=19497	id=7   	App	generate a packet, seqnum=6 for=1 [PACKET_SOURCE]
asn=19497	id=7   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=19497	id=7   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=19497	id=7   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=19497	id=7   	TSCH	schedule packet [src: 7, dest: 3, seqnum: 6], channel offset=2 timeslot=1[SCHEDULER NEW]
asn=19497	id=7   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=19500	id=8   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19500	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19500	id=10  	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19500	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19501	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=1 seqnum=6 packet buffer: timeslot: 1 channel offset: 2 acked=false[NODE]
asn=19511	id=11  	Node	scanning on channel=20...[NODE]
asn=19511	id=13  	Node	scanning on channel=20...[NODE]
asn=19511	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=3 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19525	id=5   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19525	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19536	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=4 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19558	id=6   	Node	scanning on channel=15...[NODE]
asn=19561	id=11  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=19564	id=13  	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=19571	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=2 seqnum=6 packet buffer: timeslot: 1 channel offset: 2 acked=false[NODE]
asn=19581	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=5 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19612	id=11  	Node	scanning on channel=15...[NODE]
asn=19612	id=13  	Node	scanning on channel=25...[NODE]
asn=19616	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=3 seqnum=6 packet buffer: timeslot: 1 channel offset: 2 acked=false[NODE]
asn=19616	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=6 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19641	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=4 seqnum=6 packet buffer: timeslot: 1 channel offset: 2 acked=false[NODE]
asn=19651	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=7 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19659	id=6   	Node	scanning on channel=25...[NODE]
asn=19676	id=8   	App	dropping app packet seqnum=2 for=1 to=6: tx_limit=8 reached[NODE]
asn=19676	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=8 seqnum=2 packet buffer: timeslot: 1 channel offset: 1 acked=false, remove packet[NODE]
asn=19676	id=8   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19676	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19695	id=3   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19695	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19713	id=13  	Node	scanning on channel=15...[NODE]
asn=19726	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=5 seqnum=6 packet buffer: timeslot: 1 channel offset: 2 acked=false[NODE]
asn=19806	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=6 seqnum=6 packet buffer: timeslot: 1 channel offset: 2 acked=false[NODE]
asn=19814	id=11  	Node	scanning on channel=26...[NODE]
asn=19862	id=5   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=19862	id=5   	Node	Nexthop id: 2 found for destination: 1 [ROUTE]
asn=19862	id=5   	App	generate a packet, seqnum=9 for=1 [PACKET_SOURCE]
asn=19862	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=19862	id=5   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=19862	id=5   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=19862	id=5   	TSCH	schedule packet [src: 5, dest: 2, seqnum: 9], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=19862	id=5   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=19866	id=2   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=19866	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=19866	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=19866	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=19866	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=19866	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=19866	id=2   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 9], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=19866	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=19866	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=1 seqnum=9 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=19866	id=5   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19866	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19866	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=7 seqnum=6 packet buffer: timeslot: 1 channel offset: 2 acked=false[NODE]
asn=19867	id=1   	App	rx app packet seqnum=9 from=5 at cell [ts: 2, co: 1][NODE]
asn=19867	id=2   	Node	tx done from=2 source=5 to=1 destination=1 numtx=1 seqnum=9 packet buffer: timeslot: 2 channel offset: 1 acked=false[NODE]
asn=19877	id=2   	Node	tx done from=2 source=5 to=1 destination=1 numtx=2 seqnum=9 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=19877	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19877	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19896	id=7   	App	dropping app packet seqnum=6 for=1 to=3: tx_limit=8 reached[NODE]
asn=19896	id=7   	Node	tx done from=7 source=7 to=3 destination=1 numtx=8 seqnum=6 packet buffer: timeslot: 1 channel offset: 2 acked=false, remove packet[NODE]
asn=19896	id=7   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19896	id=7   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19915	id=11  	Node	scanning on channel=25...[NODE]
asn=19915	id=13  	Node	scanning on channel=25...[NODE]
asn=19920	id=9   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=19920	id=9   	Node	Nexthop id: 8 found for destination: 1 [ROUTE]
asn=19920	id=9   	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=19920	id=9   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=19920	id=9   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=19920	id=9   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=19920	id=9   	TSCH	schedule packet [src: 9, dest: 8, seqnum: 3], channel offset=1 timeslot=4[SCHEDULER NEW]
asn=19920	id=9   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=19924	id=8   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=19924	id=8   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=19924	id=8   	Node	Nexthop id: 6 found for destination: 1 [ROUTE]
asn=19924	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=19924	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=19924	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=19924	id=8   	TSCH	schedule packet [src: 9, dest: 6, seqnum: 3], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=19924	id=8   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=19924	id=9   	Node	tx done from=9 source=9 to=8 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 4 channel offset: 1 acked=true, remove packet[NODE]
asn=19924	id=9   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=19924	id=9   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=19926	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19945	id=8   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=19945	id=8   	Node	Nexthop id: 6 found for destination: 1 [ROUTE]
asn=19945	id=8   	App	generate a packet, seqnum=7 for=1 [PACKET_SOURCE]
asn=19945	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=19945	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=19945	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=19945	id=8   	TSCH	schedule packet [src: 8, dest: 6, seqnum: 7], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=19945	id=8   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=19951	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=2 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19961	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=3 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=19962	id=6   	Node	scanning on channel=20...[NODE]
asn=19991	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=4 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20006	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=5 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20016	id=11  	Node	scanning on channel=26...[NODE]
asn=20036	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=6 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20063	id=6   	Node	scanning on channel=26...[NODE]
asn=20076	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=7 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20099	id=10  	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=20099	id=10  	Node	Nexthop id: 8 found for destination: 1 [ROUTE]
asn=20099	id=10  	App	generate a packet, seqnum=3 for=1 [PACKET_SOURCE]
asn=20099	id=10  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=20099	id=10  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=20099	id=10  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=20099	id=10  	TSCH	schedule packet [src: 10, dest: 8, seqnum: 3], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=20099	id=10  	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=20102	id=8   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=20102	id=8   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=20102	id=8   	Node	Nexthop id: 6 found for destination: 1 [ROUTE]
asn=20102	id=8   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=20102	id=8   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=20102	id=8   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=20102	id=8   	TSCH	schedule packet [src: 10, dest: 6, seqnum: 3], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=20102	id=8   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=20102	id=10  	Node	tx done from=10 source=10 to=8 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=20102	id=10  	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20102	id=10  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20116	id=8   	App	dropping app packet seqnum=3 for=1 to=6: tx_limit=8 reached[NODE]
asn=20116	id=8   	Node	tx done from=8 source=9 to=6 destination=1 numtx=8 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false, remove packet[NODE]
asn=20116	id=8   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20116	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20126	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=20126	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=20126	id=2   	App	generate a packet, seqnum=9 for=1 [PACKET_SOURCE]
asn=20126	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=20126	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=20126	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=20126	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 9], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=20126	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=20127	id=1   	App	rx app packet seqnum=9 from=2 at cell [ts: 2, co: 1][NODE]
asn=20127	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=9 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=20127	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20127	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20136	id=8   	Node	tx done from=8 source=8 to=6 destination=1 numtx=1 seqnum=7 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20156	id=8   	Node	tx done from=8 source=8 to=6 destination=1 numtx=2 seqnum=7 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20175	id=4   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=20175	id=4   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=20175	id=4   	App	generate a packet, seqnum=10 for=1 [PACKET_SOURCE]
asn=20175	id=4   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=20175	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=20175	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=20175	id=4   	TSCH	schedule packet [src: 4, dest: 1, seqnum: 10], channel offset=3 timeslot=3[SCHEDULER NEW]
asn=20175	id=4   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=20178	id=1   	App	rx app packet seqnum=10 from=4 at cell [ts: 3, co: 3][NODE]
asn=20178	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=1 seqnum=10 packet buffer: timeslot: 3 channel offset: 3 acked=false[NODE]
asn=20188	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=2 seqnum=10 packet buffer: timeslot: 3 channel offset: 3 acked=false[NODE]
asn=20196	id=8   	Node	tx done from=8 source=8 to=6 destination=1 numtx=3 seqnum=7 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20198	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=3 seqnum=10 packet buffer: timeslot: 3 channel offset: 3 acked=false[NODE]
asn=20201	id=8   	Node	tx done from=8 source=8 to=6 destination=1 numtx=4 seqnum=7 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20206	id=8   	Node	tx done from=8 source=8 to=6 destination=1 numtx=5 seqnum=7 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20218	id=11  	Node	scanning on channel=25...[NODE]
asn=20218	id=4   	Node	tx done from=4 source=4 to=1 destination=1 numtx=4 seqnum=10 packet buffer: timeslot: 3 channel offset: 3 acked=true, remove packet[NODE]
asn=20218	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20218	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20219	id=5   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=20219	id=5   	Node	Nexthop id: 2 found for destination: 1 [ROUTE]
asn=20219	id=5   	App	generate a packet, seqnum=10 for=1 [PACKET_SOURCE]
asn=20219	id=5   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=20219	id=5   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=20219	id=5   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=20219	id=5   	TSCH	schedule packet [src: 5, dest: 2, seqnum: 10], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=20219	id=5   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=20221	id=2   	Node	Get Nexthop id for destination: -1 [ROUTE]
asn=20221	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=20221	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=20221	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=20221	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=20221	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=20221	id=2   	TSCH	schedule packet [src: 5, dest: 1, seqnum: 10], channel offset=1 timeslot=2[SCHEDULER NEW]
asn=20221	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=20221	id=5   	Node	tx done from=5 source=5 to=2 destination=1 numtx=1 seqnum=10 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=20221	id=5   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20221	id=5   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20222	id=2   	Node	tx done from=2 source=5 to=1 destination=1 numtx=1 seqnum=10 packet buffer: timeslot: 2 channel offset: 1 acked=false[NODE]
asn=20232	id=1   	App	rx app packet seqnum=10 from=5 at cell [ts: 2, co: 1][NODE]
asn=20232	id=2   	Node	tx done from=2 source=5 to=1 destination=1 numtx=2 seqnum=10 packet buffer: timeslot: 2 channel offset: 1 acked=true, remove packet[NODE]
asn=20232	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20232	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20241	id=8   	Node	tx done from=8 source=8 to=6 destination=1 numtx=6 seqnum=7 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20255	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20255	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20255	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20255	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20265	id=6   	Node	scanning on channel=25...[NODE]
asn=20276	id=8   	Node	tx done from=8 source=8 to=6 destination=1 numtx=7 seqnum=7 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20282	id=6   	App	skipping generation of a packet, for=1 [PACKET_SOURCE]
asn=20316	id=8   	App	dropping app packet seqnum=7 for=1 to=6: tx_limit=8 reached[NODE]
asn=20316	id=8   	Node	tx done from=8 source=8 to=6 destination=1 numtx=8 seqnum=7 packet buffer: timeslot: 1 channel offset: 1 acked=false, remove packet[NODE]
asn=20316	id=8   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20316	id=8   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=20319	id=11  	Node	scanning on channel=15...[NODE]
asn=20341	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=1 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20361	id=8   	Node	tx done from=8 source=10 to=6 destination=1 numtx=2 seqnum=3 packet buffer: timeslot: 1 channel offset: 1 acked=false[NODE]
asn=20366	id=6   	Node	scanning on channel=15...[NODE]
asn=20381	id=12  	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=20381	id=12  	Node	Nexthop id: 10 found for destination: 1 [ROUTE]
asn=20381	id=12  	App	generate a packet, seqnum=1 for=1 [PACKET_SOURCE]
asn=20381	id=12  	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=20381	id=12  	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=20381	id=12  	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=20381	id=12  	TSCH	schedule packet [src: 12, dest: 10, seqnum: 1], channel offset=0 timeslot=0[SCHEDULER NEW]
asn=20381	id=12  	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=20385	id=10  	Node	add neighbor id=12 [NODE]
asn=20385	id=10  	Node	Add_route called from ensure neighbor
asn=20385	id=12  	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=20385	id=12  	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
