asn=0    	id=-1  	Main	copying configuration file E:\test-projects\TSCH_experiment\my_experiment\two_node_experiment\config.json to output directory E:\test-projects\TSCH_experiment\results\2022-02-10_18-01-34\config.json[MAIN]
asn=40860	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=41130	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=41130	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=41130	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42001	id=-1  	Main	420 seconds, progress 70.00%[SIMULATOR]
asn=42001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=42001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=42001	id=-1  	TSCH	Periodic process called for [Node]
asn=42001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=42001	id=1   	TSCH	stats: {"idle_listen":5563,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":7,"tx_data":30,"tx_data_rx_ack":0}[NODE]
asn=42001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=42001	id=2   	TSCH	stats: {"idle_listen":5561,"channel_scan":15,"rx_data":0,"rx_data_tx_ack":0,"tx_data":30,"tx_data_rx_ack":7}[NODE]
asn=42420	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=42420	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42555	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42555	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=42555	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=43740	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=43740	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=43815	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=43815	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=43815	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45075	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45075	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45075	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45092	id=2   	Node	send keepalive packet to=1[NODE]
asn=45092	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=45092	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=45092	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=45092	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=45092	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=45092	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=45092	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=45106	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=45106	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45106	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45315	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45315	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46530	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46530	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46530	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=46845	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=46845	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=47835	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=47835	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=47835	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=48001	id=-1  	Main	480 seconds, progress 80.00%[SIMULATOR]
asn=48001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=48001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=48001	id=-1  	TSCH	Periodic process called for [Node]
asn=48001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=48001	id=1   	TSCH	stats: {"idle_listen":6357,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":8,"tx_data":35,"tx_data_rx_ack":0}[NODE]
asn=48001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=48001	id=2   	TSCH	stats: {"idle_listen":6356,"channel_scan":15,"rx_data":0,"rx_data_tx_ack":0,"tx_data":34,"tx_data_rx_ack":8}[NODE]
asn=48390	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=48390	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49365	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49365	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=49365	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49710	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=49710	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=50655	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=50655	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=50655	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=51060	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=51060	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=51107	id=2   	Node	send keepalive packet to=1[NODE]
asn=51107	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=51107	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=51107	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=51107	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=51107	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=51107	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=51107	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=51121	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=51121	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=51121	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=51885	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=51885	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=51885	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=52320	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=52320	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=53250	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=53250	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=53250	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=53850	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=53850	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=54001	id=-1  	Main	540 seconds, progress 90.00%[SIMULATOR]
asn=54001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=54001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=54001	id=-1  	TSCH	Periodic process called for [Node]
asn=54001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=54001	id=1   	TSCH	stats: {"idle_listen":7152,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":9,"tx_data":39,"tx_data_rx_ack":0}[NODE]
asn=54001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=54001	id=2   	TSCH	stats: {"idle_listen":7150,"channel_scan":15,"rx_data":0,"rx_data_tx_ack":0,"tx_data":39,"tx_data_rx_ack":9}[NODE]
asn=54780	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=54780	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=54780	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=55110	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=55110	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=56205	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=56205	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=56205	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=56595	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=56595	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=57122	id=2   	Node	send keepalive packet to=1[NODE]
asn=57122	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=57122	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=57122	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=57122	id=2   	TSCH	Node: 2  length: 1 on packet ready
asn=57122	id=2   	TSCH	Schedule: [src: 2, dest: 1, ts: 1, co: 1]
asn=57122	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: -1], channel offset=1 timeslot=1[SCHEDULER NEW]
asn=57122	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=57136	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=-1 packet buffer: timeslot: 1 channel offset: 1 acked=true, remove packet[NODE]
asn=57136	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=57136	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=57465	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=57465	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=57465	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=58155	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=58155	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=58995	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=58995	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=58995	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=59415	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=59415	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=60000	id=-1  	Main	ending simulation at 600.000 seconds[SIMULATOR]
asn=60000	id=-1  	Main	aggregate stats method called [NETWORK]
asn=60000	id=1   	Node	aggregate stats method called for Node 1 [NODE]
asn=60000	id=1   	Node	Final routes for Node 1 [NODE]
asn=60000	id=1   	Node	Total Routes 0 [NODE]
asn=60000	id=1   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=60000	id=2   	Node	aggregate stats method called for Node 2 [NODE]
asn=60000	id=2   	Node	Final routes for Node 2 [NODE]
asn=60000	id=2   	Node	Total Routes 1 [NODE]
asn=60000	id=2   	Node	route destination: 1 and next hop id: 1
asn=60000	id=2   	Main	Method to get stats called from Manual Routing [ROUTING MANUAL]
asn=60000	id=-1  	Main	packet stats: PDR=0.00% generated=0 received=0 lost=0 (tx_limit/queue/routing/scheduling/other=0/0/0/0/0)[NETWORK]
asn=60000	id=-1  	Main	link stats: PAR=100.00% tx=10 acked=10[NETWORK]
asn=60000	id=-1  	Main	simulation completed, results saved at E:\test-projects\TSCH_experiment\results\2022-02-10_18-01-34[MAIN]
